Epoch,TrainLoss,TrainAccuracy,ValLoss,ValAccuracy
1,0.4312959810098012,0.8619791666666666,0.5823749502499899,0.9427083333333334
2,0.3387945828338464,0.9739583333333334,0.3951862156391144,0.9895833333333334
3,0.3241398185491562,0.9986979166666666,0.3624819318453471,0.9947916666666666
4,0.32083408037821454,1.0,0.36277468005816144,0.9947916666666666
5,0.3162996967633565,0.9986979166666666,0.35405194759368896,0.9895833333333334
